OBJECTID,COD_DEP,DPTO,COD_MUN,MPIO,HaNatura,HaAgro,HanoAgro,HaOtro,PrPropia,PrArrien,PrAparce,PrUsufru,PrComoda,PrOcupac,PrColect,PrAdjudi,PrOtros,PrMixta,UPA,UPNA,Shape_Length_1,Shape_Area_1,ShapeSTArea,ShapeSTLength,cluster
568,25.0,Cundinamarca,25200.0,Cogua,2524.3,8265.1,1167.4,1170.8,1690.0,504.0,62.0,2.0,7.0,1.0,13.0,1.0,18.0,86.0,11960.2,1167.4,0.6597051,0.01086691,135205693.852779,72008.4159530415,1
569,25.0,Cundinamarca,25214.0,Cota,696.4,3243.5,942.0,138.4,623.0,272.0,18.0,57.0,2.0,0.0,1.0,4.0,13.0,51.0,4078.3,942.0,0.52876981,0.00456518,56877309.0472422,58564.2104830095,1
570,25.0,Cundinamarca,25224.0,Cucunubá,4838.1,4562.3,265.2,1019.5,1270.0,358.0,21.0,41.0,8.0,2.0,9.0,3.0,34.0,201.0,10420.0,265.2,0.55766668,0.00898562,111818467.57561,61772.4441097611,1
571,25.0,Cundinamarca,25245.0,El Colegio,1653.1,8882.1,361.4,567.8,3785.0,580.0,61.0,130.0,29.0,10.0,11.0,10.0,375.0,164.0,11103.0,361.4,0.5306519,0.00967915,120335422.619018,57919.236310788,1
572,25.0,Cundinamarca,25258.0,El Peñón,1008.7,11758.0,245.6,44.7,1077.0,160.0,25.0,89.0,11.0,2.0,41.0,7.0,75.0,89.0,12811.5,245.6,0.66346401,0.01090432,135696591.333325,72541.4148528929,1
573,25.0,Cundinamarca,25260.0,El Rosal,2833.9,4700.2,59.2,906.7,352.0,88.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,37.0,8440.8,59.2,0.39674035,0.0070113,87208964.5097078,42648.1702523296,1
574,25.0,Cundinamarca,25269.0,Facatativá,3207.1,10457.2,769.7,784.1,1249.0,524.0,103.0,2.0,3.0,6.0,8.0,0.0,53.0,102.0,14448.4,769.7,0.61419997,0.01265272,157345009.32485,67237.2224414029,1
575,25.0,Cundinamarca,25279.0,Fomeque,23704.3,21647.7,273.2,549.8,2304.0,507.0,32.0,25.0,4.0,1.0,8.0,0.0,149.0,276.0,45901.8,273.2,1.11668085,0.03967694,493193465.048069,123694.622920627,1
576,25.0,Cundinamarca,25281.0,Fosca,3433.8,7312.2,325.1,136.5,736.0,229.0,38.0,11.0,6.0,1.0,23.0,1.0,154.0,165.0,10882.5,325.1,0.48410788,0.00919772,114298742.327276,53697.5261283506,1
577,25.0,Cundinamarca,25286.0,Funza,66.6,5982.6,615.2,25.8,153.0,78.0,3.0,0.0,0.0,1.0,3.0,0.0,15.0,38.0,6075.0,615.2,0.43656281,0.00570436,70520778.8719166,48164.7340326372,1
578,25.0,Cundinamarca,25288.0,Fúquene,3170.4,4306.1,43.9,281.9,1778.0,541.0,50.0,83.0,8.0,1.0,10.0,6.0,68.0,253.0,7758.3,43.9,0.48783266,0.00674052,83904282.3704734,53494.6911421424,1
579,25.0,Cundinamarca,25290.0,Fusagasugá,3432.4,10949.1,3108.0,409.3,1886.0,470.0,41.0,6.0,11.0,7.0,17.0,5.0,59.0,68.0,14790.9,3108.0,1.01663213,0.0159143,197773152.459515,111024.563816193,1
580,25.0,Cundinamarca,25293.0,Gachala,24518.4,13091.4,568.9,456.8,1351.0,223.0,16.0,35.0,5.0,77.0,54.0,5.0,279.0,145.0,38066.7,568.9,1.12396381,0.03139888,390372985.164787,122972.945543557,1
581,25.0,Cundinamarca,25295.0,Gachancipá,1664.6,1797.8,553.0,176.9,564.0,107.0,12.0,0.0,1.0,0.0,1.0,0.0,4.0,38.0,3639.4,553.0,0.28158306,0.00336754,41889099.2984262,31026.844730343,1
582,25.0,Cundinamarca,25297.0,Gachetá,6290.6,18303.8,107.0,697.0,3097.0,723.0,57.0,253.0,33.0,3.0,40.0,5.0,190.0,1057.0,25291.4,107.0,0.7505588,0.02125824,264368706.653422,82925.7866602066,1
583,25.0,Cundinamarca,25299.0,Gama,3203.5,7048.7,305.6,83.1,1342.0,315.0,51.0,48.0,12.0,10.0,10.0,1.0,215.0,156.0,10335.3,305.6,0.44917588,0.00876766,109019216.268741,49535.84822096,1
584,25.0,Cundinamarca,25307.0,Girardot,283.7,10399.6,327.9,285.0,140.0,15.0,1.0,0.0,0.0,2.0,14.0,0.0,2.0,4.0,10968.2,327.9,0.72280193,0.01058779,131560761.335718,79944.2563775506,1
585,25.0,Cundinamarca,25312.0,Granada,1296.6,4812.8,40.6,148.9,428.0,102.0,16.0,0.0,0.0,0.0,3.0,0.0,2.0,28.0,6258.4,40.6,0.41126919,0.00536485,66677313.7049702,45137.0681135788,1
586,25.0,Cundinamarca,25317.0,Guachetá,8127.7,8518.4,278.9,593.8,2234.0,581.0,44.0,296.0,32.0,2.0,45.0,3.0,50.0,236.0,17239.9,278.9,0.64263303,0.01404468,174809031.577139,70319.2119211333,1
587,25.0,Cundinamarca,25320.0,Guaduas,19058.4,53950.3,529.4,1618.4,2340.0,258.0,9.0,2.0,2.0,5.0,30.0,4.0,47.0,89.0,74627.1,529.4,1.58827268,0.06284412,781931541.672798,175550.118607107,1
588,25.0,Cundinamarca,25322.0,Guasca,14516.3,20018.2,801.8,987.3,1433.0,533.0,86.0,8.0,4.0,3.0,11.0,3.0,20.0,418.0,35521.7,801.8,0.94705464,0.02968302,369121537.431725,103790.75774484,1
589,25.0,Cundinamarca,25324.0,Guataquí,2754.9,6953.4,31.2,93.0,358.0,17.0,3.0,7.0,3.0,0.0,16.0,0.0,3.0,12.0,9801.3,31.2,0.56216232,0.0073111,90859773.5700498,62023.5731870825,1
590,25.0,Cundinamarca,25326.0,Guatavita,8661.1,14812.3,827.2,805.2,1733.0,406.0,27.0,34.0,3.0,0.0,7.0,2.0,58.0,101.0,24278.6,827.2,0.76022438,0.0201043,250055600.254296,83415.4082887661,1
591,25.0,Cundinamarca,25328.0,Guayabal de Siquima,129.8,5444.0,431.0,126.2,1333.0,174.0,1.0,4.0,0.0,2.0,20.0,1.0,15.0,67.0,5700.0,431.0,0.46388658,0.00498458,62009195.4461436,50198.8358154214,1
592,25.0,Cundinamarca,25335.0,Guayabetal,4834.1,15257.9,1867.9,249.3,550.0,71.0,2.0,0.0,0.0,0.0,1.0,0.0,5.0,24.0,20341.3,1867.9,0.81553377,0.01749702,217425322.747004,90186.420711792,1
593,25.0,Cundinamarca,25339.0,Gutiérrez,35550.8,8139.3,23.7,1367.8,767.0,158.0,37.0,14.0,0.0,4.0,19.0,0.0,78.0,85.0,45057.9,23.7,1.17966175,0.03638181,452053312.850284,130482.720753934,1
594,25.0,Cundinamarca,25368.0,Jerusalén,3990.1,15768.5,1137.6,1176.0,323.0,83.0,5.0,3.0,0.0,0.0,5.0,2.0,59.0,33.0,20934.6,1137.6,0.70931516,0.01829675,227467446.659456,78021.62445149,1
595,25.0,Cundinamarca,25372.0,Junín,20344.7,12309.9,238.2,533.7,1764.0,426.0,44.0,58.0,10.0,6.0,103.0,12.0,249.0,347.0,33188.4,238.2,0.98342557,0.02764697,343797177.118031,108521.8665117,1
596,25.0,Cundinamarca,25377.0,La Calera,18664.9,9995.1,2747.2,1372.7,1203.0,350.0,30.0,4.0,2.0,1.0,14.0,1.0,47.0,92.0,30032.7,2747.2,1.19364629,0.02737843,334538711.131852,116011.610698784,1
597,25.0,Cundinamarca,25386.0,La Mesa,695.1,14988.8,1690.9,1124.5,2829.0,417.0,16.0,9.0,5.0,40.0,24.0,4.0,160.0,165.0,16808.5,1690.9,0.61559034,0.01222117,151945395.698781,67690.2376065113,1
598,25.0,Cundinamarca,25394.0,La Palma,3195.5,14977.9,532.2,389.3,1423.0,179.0,16.0,33.0,10.0,2.0,4.0,5.0,491.0,145.0,18562.6,532.2,0.89522206,0.0156753,195089978.20322,96893.3199224778,1
599,25.0,Cundinamarca,25398.0,La Peña,802.1,13643.6,636.9,221.3,1133.0,133.0,2.0,10.0,0.0,3.0,58.0,0.0,15.0,40.0,14667.1,636.9,0.59265009,0.01033137,128572424.358069,64238.8404407482,1
600,25.0,Cundinamarca,25402.0,La Vega,1956.1,11525.7,1102.0,534.1,1528.0,231.0,24.0,1.0,0.0,4.0,4.0,1.0,19.0,57.0,14015.8,1102.0,0.7657838,0.01286406,160024414.49258,81985.7268056217,1
601,25.0,Cundinamarca,25407.0,Lenguazaque,7036.0,6962.8,123.9,936.1,1185.0,470.0,34.0,44.0,6.0,2.0,49.0,6.0,70.0,326.0,14935.0,123.9,0.64068073,0.01261121,156941289.789082,69668.0810307164,1
602,25.0,Cundinamarca,25426.0,Macheta,13059.6,8818.7,125.3,484.3,724.0,222.0,35.0,0.0,0.0,1.0,7.0,4.0,65.0,77.0,22362.6,125.3,0.6990772,0.01901026,236478451.304468,77701.8292301501,1
603,25.0,Cundinamarca,25430.0,Madrid,1291.3,9293.4,285.7,467.4,679.0,200.0,26.0,3.0,2.0,1.0,4.0,1.0,6.0,42.0,11052.1,285.7,0.67313295,0.00965476,120063856.988655,72817.0119598524,1
604,25.0,Cundinamarca,25436.0,Manta,2685.1,7243.8,151.4,473.6,2780.0,438.0,29.0,204.0,76.0,29.0,64.0,20.0,104.0,418.0,10402.6,151.4,0.45845651,0.00859179,106872489.080675,50756.2161545349,1
605,25.0,Cundinamarca,25438.0,Medina,90153.9,26087.0,936.3,1928.0,1432.0,203.0,11.0,1.0,1.0,0.0,18.0,3.0,27.0,160.0,118168.9,936.3,1.45473942,0.09751541,1212135150.65137,160349.930169099,1
606,25.0,Cundinamarca,25473.0,Mosquera,693.9,7037.5,1879.8,149.8,86.0,116.0,3.0,1.0,2.0,54.0,1.0,6.0,36.0,13.0,7881.2,1879.8,0.67816242,0.00871279,107725292.201937,67458.3890846701,1
607,25.0,Cundinamarca,25483.0,Nariño,1544.9,3837.9,27.3,57.0,117.0,42.0,7.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,5439.7,27.3,0.5154054,0.00457065,56817915.8421852,56873.2049712432,1
608,25.0,Cundinamarca,25486.0,Nemocón,3498.6,5170.5,212.7,880.2,750.0,151.0,9.0,4.0,0.0,2.0,4.0,1.0,23.0,21.0,9549.3,212.7,0.54919265,0.0080314,99914693.2364396,60297.1109698205,1
609,25.0,Cundinamarca,25488.0,Nilo,804.8,17590.9,3641.7,135.2,307.0,32.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,44.0,18530.9,3641.7,0.78697654,0.01815007,225550008.098365,87187.7794828678,1
610,25.0,Cundinamarca,25489.0,Nimaima,907.9,5025.7,305.0,58.5,367.0,56.0,3.0,0.0,1.0,0.0,9.0,2.0,8.0,22.0,5992.2,305.0,0.51742973,0.00470509,58531919.6178662,56417.6132792945,1
611,25.0,Cundinamarca,25491.0,Nocaima,393.7,5762.8,580.1,65.9,1409.0,103.0,1.0,1.0,0.0,0.0,1.0,0.0,8.0,13.0,6222.3,580.1,0.39445578,0.00551738,68657890.6225048,43346.6158861614,1
612,25.0,Cundinamarca,25506.0,Venecia,5800.7,5570.0,55.1,12.5,714.0,171.0,35.0,1.0,0.0,1.0,36.0,12.0,79.0,3.0,11383.1,55.1,0.50760134,0.01001056,124351155.239507,55939.4773035354,1
613,25.0,Cundinamarca,25513.0,Pacho,15266.3,22262.8,1361.2,1053.0,2844.0,277.0,24.0,13.0,6.0,2.0,6.0,3.0,42.0,174.0,38582.1,1361.2,1.10775446,0.03315931,412569703.748872,122121.158612239,1
614,25.0,Cundinamarca,25518.0,Paime,2502.5,12859.3,1238.9,317.1,830.0,99.0,79.0,10.0,0.0,0.0,3.0,1.0,103.0,85.0,15678.8,1238.9,0.65501779,0.01418732,176590666.070828,70575.3137578335,1
615,25.0,Cundinamarca,25524.0,Pandi,1738.1,4860.1,152.6,138.1,889.0,126.0,25.0,6.0,1.0,1.0,20.0,4.0,86.0,9.0,6736.3,152.6,0.41158081,0.00582018,72316538.598238,44897.0120870905,1
616,25.0,Cundinamarca,25530.0,Paratebueno,8732.1,78420.9,91.7,210.4,650.0,138.0,6.0,2.0,27.0,4.0,4.0,0.0,59.0,33.0,87363.3,91.7,1.82792237,0.07209619,896103062.438671,202741.977048535,1
617,25.0,Cundinamarca,25535.0,Pasca,13056.9,11417.8,1773.8,230.8,1534.0,443.0,117.0,15.0,1.0,0.0,5.0,6.0,28.0,91.0,24705.5,1773.8,0.70755507,0.02179319,270823002.010419,77592.732055601,1
618,25.0,Cundinamarca,25572.0,Puerto Salgar,2330.9,46454.9,1830.9,25.4,497.0,17.0,0.0,4.0,0.0,31.0,1.0,0.0,182.0,58.0,48811.2,1830.9,1.33643774,0.04151371,516940426.865113,147368.140742798,1
619,25.0,Cundinamarca,25580.0,Pulí,4704.5,15302.5,48.2,78.7,650.0,67.0,0.0,6.0,0.0,1.0,18.0,1.0,102.0,69.0,20085.7,48.2,0.65649341,0.01599555,198869930.03157,72479.0252366938,1
620,25.0,Cundinamarca,25592.0,Quebradanegra,451.7,8354.4,1061.8,9.5,1017.0,12.0,2.0,0.0,1.0,2.0,6.0,0.0,19.0,5.0,8815.6,1061.8,0.41793006,0.00638921,79493861.9898322,45619.4366712035,1
621,25.0,Cundinamarca,25594.0,Quetame,5308.3,7804.2,105.2,578.5,938.0,95.0,1.0,18.0,2.0,0.0,8.0,1.0,114.0,69.0,13691.0,105.2,0.5705134,0.01132063,140691320.823556,63085.0079407271,1
622,25.0,Cundinamarca,25596.0,Quipile,420.2,10496.9,1484.5,425.9,1133.0,145.0,11.0,7.0,4.0,17.0,27.0,4.0,43.0,135.0,11342.9,1484.5,0.61920241,0.01029039,127943069.066461,67491.1932329333,1
623,25.0,Cundinamarca,25599.0,Apulo,676.8,6612.2,4616.8,78.4,575.0,95.0,12.0,0.0,0.0,0.0,0.0,3.0,39.0,17.0,7367.4,4616.8,0.75870151,0.00964256,119859368.437507,83618.3198275688,1
624,25.0,Cundinamarca,25612.0,Ricaurte,2676.1,6519.1,1930.6,366.3,1499.0,269.0,7.0,0.0,0.0,0.0,14.0,6.0,501.0,47.0,9561.5,1930.6,0.76757585,0.0104386,129723786.015977,84838.7253098299,1
625,25.0,Cundinamarca,25645.0,San Antonio del Tequendama,2422.1,4773.8,668.4,324.4,2657.0,556.0,40.0,2.0,0.0,5.0,37.0,7.0,96.0,11.0,7520.4,668.4,0.36927082,0.00728062,90519143.735729,40547.5147616902,1
626,25.0,Cundinamarca,25649.0,San Bernardo,10551.6,13695.1,362.2,119.9,1326.0,153.0,13.0,4.0,2.0,2.0,24.0,3.0,91.0,159.0,24366.6,362.2,0.879186,0.01977834,245746574.091223,96303.8825035788,1
627,25.0,Cundinamarca,25653.0,San Cayetano,14198.8,13492.3,222.5,1760.8,1222.0,395.0,32.0,12.0,4.0,22.0,66.0,4.0,50.0,253.0,29452.0,222.5,0.85916205,0.02313006,287853882.506051,92822.7094583125,1
628,25.0,Cundinamarca,25658.0,San Francisco,2299.5,8437.1,721.8,295.4,1379.0,201.0,7.0,0.0,0.0,0.0,9.0,1.0,117.0,56.0,11031.9,721.8,0.58222051,0.00980065,121906709.737776,63452.2308454364,1
629,25.0,Cundinamarca,25662.0,San Juan de Río Seco,4663.1,25248.7,522.6,604.8,947.0,177.0,15.0,2.0,2.0,2.0,25.0,7.0,157.0,16.0,30516.6,522.6,0.91511039,0.02530246,314709049.306597,100956.725165358,1
630,25.0,Cundinamarca,25718.0,Sasaima,1981.1,8614.1,267.2,243.8,1925.0,286.0,7.0,8.0,2.0,2.0,4.0,2.0,15.0,53.0,10839.0,267.2,0.58928791,0.00882283,109754740.246461,63931.4882379233,1
631,25.0,Cundinamarca,25736.0,Sesquilé,3335.6,10247.7,107.2,435.4,1587.0,269.0,24.0,15.0,12.0,1.0,41.0,4.0,22.0,71.0,14018.7,107.2,0.63392243,0.0114663,142641887.323875,70001.8778608374,1
632,25.0,Cundinamarca,25740.0,Sibaté,1438.0,8971.6,740.2,1380.2,1211.0,422.0,51.0,28.0,6.0,0.0,37.0,5.0,55.0,40.0,11789.8,740.2,0.53703649,0.00998313,124084804.37318,58219.3049810907,1
633,25.0,Cundinamarca,25743.0,Silvania,2591.1,11200.8,1994.7,350.1,2385.0,457.0,40.0,17.0,2.0,23.0,21.0,2.0,103.0,159.0,14142.0,1994.7,0.57491847,0.01327053,164953128.275022,62502.2411465876,1
634,25.0,Cundinamarca,25745.0,Simijaca,1313.2,7721.1,304.7,98.2,2767.0,900.0,99.0,27.0,0.0,11.0,171.0,8.0,80.0,292.0,9132.5,304.7,0.49752501,0.00796379,99142672.0689096,54528.2429290041,1
635,25.0,Cundinamarca,25754.0,Soacha,3946.8,8870.4,2476.3,452.5,159.0,61.0,0.0,2.0,0.0,0.0,0.0,0.0,17.0,22.0,13269.7,2476.3,0.86056685,0.01485937,184787170.360821,93072.0999827643,1
636,25.0,Cundinamarca,25758.0,Sopó,2474.2,7500.6,607.9,257.8,1038.0,140.0,19.0,3.0,16.0,2.0,2.0,1.0,21.0,90.0,10232.6,607.9,0.58894444,0.00903136,112325286.95512,64706.0890063817,1
637,25.0,Cundinamarca,25769.0,Subachoque,6648.0,13152.6,142.6,607.4,2351.0,575.0,52.0,10.0,0.0,0.0,9.0,2.0,45.0,259.0,20408.0,142.6,0.6903558,0.01709133,212588257.300573,76450.3787018495,1
638,25.0,Cundinamarca,25772.0,Suesca,2644.3,10125.4,3747.9,674.8,1140.0,291.0,22.0,1.0,0.0,7.0,32.0,2.0,24.0,84.0,13444.5,3747.9,0.93456533,0.01422727,177024253.553923,103232.371698426,1
639,25.0,Cundinamarca,25777.0,Supatá,1845.3,10201.3,614.6,221.6,907.0,142.0,10.0,5.0,11.0,0.0,10.0,1.0,47.0,87.0,12268.2,614.6,0.47034163,0.01045555,130069690.868947,52048.8943528442,1
640,25.0,Cundinamarca,25779.0,Susa,2682.6,6578.0,453.6,231.7,2970.0,676.0,57.0,60.0,10.0,12.0,46.0,18.0,71.0,291.0,9492.3,453.6,0.50495233,0.00805411,100257654.191846,55310.4856533271,1
641,25.0,Cundinamarca,25781.0,Sutatausa,3983.2,1822.5,138.1,363.5,1654.0,306.0,19.0,0.0,6.0,4.0,1.0,2.0,62.0,89.0,6169.1,138.1,0.3811408,0.00522156,64976674.8835711,42030.5473767323,1
642,25.0,Cundinamarca,25785.0,Tabio,1055.2,5262.6,839.9,389.7,1182.0,256.0,29.0,1.0,1.0,5.0,3.0,1.0,4.0,113.0,6707.4,839.9,0.39055201,0.00614749,76470804.2466132,43058.2861266241,1
643,25.0,Cundinamarca,25793.0,Tausa,3556.4,14743.3,789.9,653.7,2375.0,367.0,34.0,6.0,3.0,1.0,3.0,4.0,41.0,93.0,18953.4,789.9,0.88299859,0.01566756,194958206.737143,97213.3363848799,1
644,25.0,Cundinamarca,25797.0,Tena,625.9,4096.9,163.6,160.4,2120.0,360.0,38.0,11.0,2.0,2.0,18.0,2.0,40.0,57.0,4883.3,163.6,0.38683463,0.00417142,51863752.6848687,42598.5622132974,1
645,25.0,Cundinamarca,25799.0,Tenjo,1774.4,8002.5,1341.9,197.3,1409.0,434.0,33.0,8.0,1.0,1.0,3.0,3.0,121.0,98.0,9974.2,1341.9,0.54931511,0.00916877,114232612.564989,60973.4164037727,1
646,25.0,Cundinamarca,25805.0,Tibacuy,1806.2,6324.2,95.8,151.8,908.0,114.0,2.0,2.0,3.0,5.0,22.0,2.0,41.0,53.0,8282.2,95.8,0.44130406,0.00680478,84563154.4520498,48618.6430295004,1
647,25.0,Cundinamarca,25807.0,Tibirita,394.7,4119.8,1104.1,10.3,1051.0,260.0,16.0,39.0,1.0,3.0,3.0,1.0,23.0,254.0,4524.8,1104.1,0.35110305,0.0046818,58246746.9471703,38154.8358309282,1
648,25.0,Cundinamarca,25815.0,Tocaima,2603.7,17776.5,3374.3,577.6,864.0,150.0,6.0,13.0,3.0,2.0,9.0,0.0,80.0,39.0,20957.8,3374.3,1.00157448,0.02009798,249816437.750459,110198.989948862,1
649,25.0,Cundinamarca,25817.0,Tocancipá,1271.7,4627.0,832.2,208.5,764.0,162.0,19.0,4.0,7.0,6.0,2.0,0.0,16.0,66.0,6107.2,832.2,0.49558435,0.00593438,73816238.6687392,54480.9131199988,1
650,25.0,Cundinamarca,25823.0,Topaipí,3207.1,11128.8,170.8,54.6,859.0,131.0,15.0,41.0,5.0,0.0,3.0,0.0,32.0,249.0,14390.5,170.8,0.71089614,0.01157438,144054538.29749,77236.7536548614,1
651,25.0,Cundinamarca,25839.0,Ubalá,21908.7,24690.0,1731.6,1680.9,1307.0,181.0,28.0,32.0,12.0,9.0,13.0,2.0,201.0,119.0,48279.6,1731.6,1.4809196,0.0425766,529422133.340869,161938.077915487,1
652,25.0,Cundinamarca,25841.0,Ubaque,3074.9,6132.6,82.5,1411.1,1856.0,345.0,20.0,53.0,7.0,3.0,36.0,4.0,55.0,274.0,10618.6,82.5,0.52888143,0.00885453,110061195.177743,58308.8417420776,1
653,25.0,Cundinamarca,25843.0,Villa de San Diego de Ubate,1775.0,6752.0,323.6,1280.5,3038.0,851.0,110.0,67.0,14.0,1.0,30.0,8.0,291.0,280.0,9807.5,323.6,0.44954152,0.00829548,103244200.645662,49805.7276520376,1
654,25.0,Cundinamarca,25845.0,Une,8850.3,9966.4,461.7,2359.1,647.0,296.0,68.0,39.0,4.0,3.0,25.0,2.0,25.0,94.0,21175.7,461.7,0.84117393,0.01767812,219694176.326569,92665.9130447301,1
655,25.0,Cundinamarca,25851.0,Útica,872.5,9688.3,316.5,59.4,386.0,60.0,4.0,4.0,0.0,1.0,31.0,1.0,22.0,22.0,10620.2,316.5,0.59111357,0.00676766,84197840.8446095,64577.4051612856,1
656,25.0,Cundinamarca,25862.0,Vergara,1265.3,12823.6,185.3,78.1,1008.0,86.0,11.0,12.0,1.0,2.0,17.0,1.0,19.0,152.0,14167.1,185.3,0.58526967,0.01193913,148550104.75565,64233.3126778345,1
657,25.0,Cundinamarca,25867.0,Vianí,614.4,6033.4,43.7,14.1,746.0,81.0,22.0,36.0,16.0,1.0,56.0,0.0,61.0,90.0,6661.9,43.7,0.47259747,0.00672576,83649055.8498201,51984.4584549645,1
658,25.0,Cundinamarca,25871.0,Villagómez,2222.3,3974.4,11.9,113.2,688.0,43.0,0.0,1.0,0.0,1.0,8.0,0.0,25.0,53.0,6309.9,11.9,0.45604304,0.00504368,62767368.1517302,49796.1380462857,1
659,25.0,Cundinamarca,25873.0,Villapinzón,3343.4,15860.4,1230.0,630.9,3119.0,1339.0,138.0,92.0,8.0,10.0,36.0,6.0,248.0,455.0,19834.6,1230.0,0.82104893,0.01841759,229182210.502485,89544.490221748,1
660,25.0,Cundinamarca,25875.0,Villeta,844.4,11853.6,585.0,380.7,1019.0,224.0,29.0,46.0,2.0,1.0,0.0,1.0,45.0,128.0,13078.7,585.0,0.59316945,0.01158502,144102318.246376,64911.0173894682,1
661,25.0,Cundinamarca,25878.0,Viotá,3255.8,15647.5,298.4,682.6,3444.0,362.0,41.0,32.0,10.0,12.0,18.0,7.0,122.0,104.0,19586.0,298.4,0.77881408,0.01666655,207138555.57461,85543.6994011367,1
662,25.0,Cundinamarca,25885.0,Yacopí,25622.3,68661.0,2376.5,720.0,4918.0,295.0,15.0,10.0,3.0,3.0,72.0,2.0,331.0,118.0,95003.3,2376.5,1.98087634,0.07835869,975656856.703606,216595.569773903,1
663,25.0,Cundinamarca,25898.0,Zipacón,1765.0,3322.8,161.1,184.1,695.0,212.0,13.0,0.0,2.0,2.0,2.0,3.0,6.0,33.0,5271.9,161.1,0.33871537,0.00429327,53389773.6036886,37203.464807953,1
664,25.0,Cundinamarca,25899.0,Zipaquirá,6298.5,12399.0,499.5,691.7,1855.0,473.0,71.0,13.0,7.0,3.0,3.0,4.0,18.0,122.0,19389.2,499.5,0.92271023,0.01589824,197783414.722478,101249.443111727,1
665,23.0,Córdoba,23001.0,Montería,2041.7,294507.5,8061.2,3281.6,4566.0,352.0,44.0,46.0,4.0,2.0,51.0,3.0,20.0,377.0,299830.9,8061.2,3.40796101,0.25435516,3187706896.89481,377338.914161454,1
666,23.0,Córdoba,23068.0,Ayapel,2765.3,166749.0,1509.0,3674.2,1203.0,43.0,34.0,6.0,1.0,0.0,4.0,0.0,16.0,8.0,173188.5,1509.0,2.42657711,0.15801717,1978680979.4193,268320.962458491,1
667,23.0,Córdoba,23079.0,Buenavista,456.9,81699.3,1622.2,163.9,640.0,89.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,80.0,82320.1,1622.2,1.84831902,0.06833781,855584344.456097,205082.642902966,1
668,23.0,Córdoba,23090.0,Canalete,1498.7,35670.5,842.1,194.3,688.0,102.0,4.0,5.0,42.0,5.0,21.0,0.0,75.0,4.0,37363.4,842.1,0.95183203,0.03265334,409368414.095277,106223.772679699,1
669,23.0,Córdoba,23162.0,Cereté,297.0,24186.2,1650.2,414.4,1944.0,337.0,21.0,8.0,0.0,6.0,40.0,1.0,36.0,110.0,24897.6,1650.2,1.40242856,0.02279753,285948892.715479,156324.131737121,1
670,23.0,Córdoba,23168.0,Chimá,15953.7,12794.3,172.8,1638.0,1154.0,270.0,14.0,605.0,21.0,2.0,77.0,3.0,42.0,35.0,30386.0,172.8,0.93187506,0.02667166,334738688.813824,103946.661344386,1
671,23.0,Córdoba,23182.0,Chinú,2568.9,55243.2,1051.2,368.8,2489.0,46.0,4.0,38.0,1.0,4.0,67.0,0.0,30.0,298.0,58181.0,1051.2,1.61801544,0.04948724,620926530.711528,174923.281420273,1
672,23.0,Córdoba,23189.0,Ciénaga de Oro,3067.8,53273.1,1743.7,1335.8,2542.0,88.0,8.0,16.0,3.0,3.0,16.0,1.0,31.0,95.0,57676.7,1743.7,1.90557393,0.05354444,671478271.838763,212232.64807394,1
673,23.0,Córdoba,23300.0,Cotorra,25.5,7868.9,321.7,222.8,1537.0,318.0,14.0,2.0,0.0,3.0,20.0,4.0,38.0,69.0,8117.1,321.7,0.62253918,0.0072487,90958938.6791682,69497.1089704628,1
674,23.0,Córdoba,23350.0,La Apartada,414.0,24420.2,1889.9,14.8,78.0,14.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,24849.0,1889.9,0.88366832,0.01970795,246625563.629654,98301.2482270074,1
675,23.0,Córdoba,23417.0,Lorica,7549.0,65667.4,2467.3,11203.6,3639.0,332.0,42.0,245.0,43.0,39.0,16.0,1.0,39.0,217.0,84420.0,2467.3,2.10057268,0.08089288,1015401524.66873,232637.459315756,1
676,23.0,Córdoba,23419.0,Los Córdobas,228.4,30713.9,132.8,1368.4,1309.0,116.0,9.0,5.0,2.0,2.0,5.0,0.0,6.0,122.0,32310.7,132.8,1.18978828,0.0335607,420902761.725969,132672.076680263,1
677,23.0,Córdoba,23464.0,Momil,197.0,14404.8,888.2,92.4,587.0,29.0,7.0,73.0,2.0,0.0,19.0,0.0,16.0,38.0,14694.3,888.2,0.66403361,0.0131562,165192023.626794,73096.0918384924,1
678,23.0,Córdoba,23466.0,Montelíbano,37411.9,90888.6,6762.6,2123.5,727.0,68.0,7.0,3.0,0.0,6.0,48.0,2.0,24.0,1.0,130424.0,6762.6,4.18211457,0.12642882,1623893426.34808,448847.63767752,1
679,23.0,Córdoba,23500.0,Moñitos,323.7,13268.1,246.8,24.4,1032.0,118.0,6.0,0.0,4.0,3.0,3.0,1.0,188.0,35.0,13616.3,246.8,0.87323192,0.0138326,173649084.284426,95060.774103867,1
680,23.0,Córdoba,23555.0,Planeta Rica,597.8,109035.2,3314.2,772.9,1037.0,72.0,4.0,0.0,2.0,4.0,6.0,0.0,6.0,162.0,110406.0,3314.2,2.10815747,0.09945346,1241142500.31955,230048.370044814,1
