OBJECTID,COD_DEP,DPTO,COD_MUN,MPIO,HaNatura,HaAgro,HanoAgro,HaOtro,PrPropia,PrArrien,PrAparce,PrUsufru,PrComoda,PrOcupac,PrColect,PrAdjudi,PrOtros,PrMixta,UPA,UPNA,Shape_Length_1,Shape_Area_1,ShapeSTArea,ShapeSTLength,cluster
1,99.0,Vichada,99001.0,Puerto Carreño,300074.0,892647.3,6371.8,23477.4,150.0,3.0,0.0,1.0,0.0,1.0,130.0,0.0,7.0,1.0,1216198.8,6371.8,6.27966975,0.77569085,12317792938.0075,616588.535107498,1
2,99.0,Vichada,99524.0,La Primavera,313276.0,1530281.5,185.5,19024.1,698.0,7.0,0.0,3.0,0.0,1.0,82.0,4.0,26.0,0.0,1862581.6,185.5,10.01767964,1.85312764,20415619314.4831,924297.725097498,0
3,99.0,Vichada,99624.0,Santa Rosalía,85270.1,300823.8,0.5,4523.1,140.0,6.0,0.0,0.0,0.0,0.0,77.0,16.0,7.0,1.0,390617.0,0.5,2.33384251,0.16180157,2012812969.18138,258220.789071513,1
4,99.0,Vichada,99773.0,Cumaribo,3963209.5,2420787.2,3272.9,169098.8,602.0,32.0,6.0,2.0,1.0,3.0,2984.0,274.0,17.0,7.0,6553095.5,3272.9,18.43388291,5.30561076,65933330943.3403,2051496.57376088,2
5,97.0,Vaupés,97001.0,Mitú,1593238.4,18965.0,167.9,16671.5,89.0,2.0,2.0,1.0,0.0,1.0,2453.0,0.0,10.0,0.0,1628874.9,167.9,6.26963635,1.30781881,16209453254.9358,697796.422273376,0
6,97.0,Vaupés,97161.0,Caruru,568014.6,63804.4,42.7,8188.9,188.0,1.0,0.0,0.0,0.0,40.0,56.0,0.0,13.0,1.0,640007.9,42.7,4.46330627,0.57047265,7070722296.48712,496589.06842949,0
7,97.0,Vaupés,97511.0,Pacoa,1380915.5,8904.1,0.0,12577.7,2.0,0.0,0.0,0.0,0.0,0.0,117.0,0.0,1.0,0.0,1402397.3,0.0,8.81789648,1.12086367,13889978006.5952,981172.719326703,0
8,97.0,Vaupés,97666.0,Taraira,650992.2,3277.6,0.0,520.5,166.0,1.0,0.0,0.0,0.0,1.0,8.0,0.0,1.0,0.0,654790.3,0.0,6.07067734,0.523657,6489700602.80372,675445.031602052,0
9,97.0,Vaupés,97777.0,Papunaua,545677.0,9033.6,0.0,28.8,2.0,0.0,0.0,0.0,0.0,0.0,68.0,1.0,1.0,0.0,554739.4,0.0,5.43741127,0.43120437,5345769782.61093,604913.831745896,0
10,97.0,Vaupés,97889.0,Yavaraté,464908.1,1798.5,0.0,346.9,0.0,1.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,467053.6,0.0,3.76590203,0.37932035,4700980028.5855,419033.028715878,1
11,95.0,Guaviare,95001.0,San José del Guaviare,1439561.6,221426.8,5451.7,14749.7,2091.0,138.0,10.0,2.0,2.0,10.0,335.0,0.0,61.0,2.0,1675738.2,5451.7,13.18236262,1.3297516,16494365823.1801,1467081.2574851,0
12,95.0,Guaviare,95015.0,Calamar,1242895.2,126523.1,796.2,1350.4,674.0,12.0,2.0,1.0,1.0,1.0,9.0,0.0,12.0,0.0,1370768.7,796.2,7.09926272,1.14556445,14201843833.5725,769461.561563649,0
13,95.0,Guaviare,95025.0,El Retorno,1113761.6,118458.6,2967.8,10012.7,784.0,37.0,1.0,1.0,5.0,3.0,313.0,2.0,20.0,0.0,1242232.9,2967.8,11.53486005,1.00278153,12434813802.8614,1283614.36076486,0
14,95.0,Guaviare,95200.0,Miraflores,1161115.8,108190.5,11916.4,1939.7,512.0,18.0,1.0,5.0,1.0,5.0,376.0,0.0,11.0,0.0,1271246.0,11916.4,6.74284979,1.02317389,12682887353.6348,750214.432802779,0
15,94.0,Guainía,94001.0,Inírida,1104506.4,455350.4,473.4,37860.5,454.0,8.0,0.0,176.0,0.0,0.0,1027.0,9.0,19.0,3.0,1597717.3,473.4,8.84821794,1.28809744,15989264334.0661,985563.059100746,0
16,94.0,Guainía,94343.0,Barranco Minas,846537.1,84405.4,592.0,20108.3,134.0,0.0,2.0,0.0,0.0,0.0,76.0,507.0,5.0,0.0,951050.8,592.0,6.43238419,0.77009091,9558964542.59328,716352.938355275,0
17,94.0,Guainía,94663.0,Mapiripana,482334.5,8410.5,0.0,2052.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,58.0,2.0,0.0,492797.0,0.0,4.49112184,0.38222966,4742167698.94085,500145.311587067,1
18,94.0,Guainía,94883.0,San Felipe,304547.3,4124.2,0.5,190.8,9.0,0.0,0.0,1.0,0.0,0.0,134.0,0.0,1.0,0.0,308862.4,0.5,3.56098696,0.24520431,3040704795.11852,396313.958324146,1
19,94.0,Guainía,94884.0,Puerto Colombia,1545905.4,21017.1,861.2,2174.8,234.0,2.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,1569097.3,861.2,8.30408923,1.27377198,15799824279.8937,924526.821626643,0
20,94.0,Guainía,94885.0,La Guadalupe,114413.7,5953.4,645.4,205.2,2.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,120572.3,645.4,1.43436411,0.09706526,1203279886.07091,159518.642846727,1
21,94.0,Guainía,94886.0,Cacahual,233444.3,12.4,0.0,127.1,6.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,233583.8,0.0,2.34690956,0.18497843,2296218608.79614,261422.525805338,1
22,94.0,Guainía,94887.0,Pana Pana,1001906.3,3205.2,0.4,15382.6,18.0,2.0,1.0,0.0,0.0,0.0,99.0,0.0,2.0,0.0,1020494.1,0.4,7.12532214,0.8208568,10177802875.9825,792909.811624411,0
23,94.0,Guainía,94888.0,Morichal,841309.7,10293.9,0.0,3895.9,57.0,0.0,0.0,0.0,0.0,0.0,23.0,4.0,23.0,0.0,855499.6,0.0,5.6497022,0.69628918,8636414302.71166,628981.840731332,0
24,91.0,Amazonas,91001.0,Leticia,550818.2,30861.3,1401.1,35115.5,277.0,36.0,0.0,2.0,13.0,47.0,1490.0,0.0,12.0,3.0,616795.0,1401.1,3.69113144,0.49923257,6199380959.10218,411349.514478508,0
25,91.0,Amazonas,91263.0,El Encanto,1075851.9,3298.1,47.8,11814.0,42.0,1.0,0.0,0.0,0.0,0.0,182.0,0.0,0.0,0.0,1090964.0,47.8,7.92515364,0.90713758,11248242631.3207,882329.902549226,0
26,91.0,Amazonas,91405.0,La Chorrera,1192268.0,9908.9,2.6,70552.4,399.0,1.0,0.0,0.0,1.0,0.0,37.0,0.0,2.0,0.0,1272729.3,2.6,8.79105541,1.02207154,12669371691.6167,978481.837552753,0
27,91.0,Amazonas,91407.0,La Pedrera,1360737.7,14225.0,14.7,2195.1,11.0,2.0,0.0,0.0,0.0,0.0,320.0,1.0,1.0,0.0,1377157.8,14.7,7.37695253,1.11845947,13864810473.5909,821173.375175135,0
28,91.0,Amazonas,91430.0,La Victoria,142690.1,473.5,0.0,176.2,5.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0,143339.8,0.0,2.46202851,0.12087265,1497915589.30345,273841.05823196,1
29,91.0,Amazonas,91460.0,Miriti - Paraná,1685892.5,415.3,2.0,302.2,4.0,0.0,1.0,0.0,0.0,0.0,152.0,0.0,2.0,0.0,1686609.9,2.0,6.19520865,1.37454632,17034777514.8601,689432.626663755,0
30,91.0,Amazonas,91530.0,Puerto Alegría,842532.4,6849.5,8.7,22.4,100.0,1.0,0.0,2.0,0.0,1.0,8.0,0.0,1.0,0.0,849404.4,8.7,4.68741986,0.70684428,8760070430.69058,521785.231999199,0
31,91.0,Amazonas,91536.0,Puerto Arica,1365282.7,12921.1,9.3,868.0,129.0,2.0,0.0,0.0,0.0,0.0,13.0,0.0,1.0,0.0,1379071.8,9.3,8.69987206,1.10872013,13747352494.1374,968399.6850312,0
32,91.0,Amazonas,91540.0,Puerto Nariño,140407.8,5581.4,5.3,4922.3,22.0,2.0,1.0,0.0,0.0,2.0,847.0,0.0,1.0,0.0,150911.5,5.3,1.89043642,0.126706,1573331998.08401,210619.328733704,1
33,91.0,Amazonas,91669.0,Puerto Santander,1446564.5,4195.9,0.0,23449.9,34.0,0.0,0.0,0.0,0.0,0.0,101.0,0.0,0.0,0.0,1474210.3,0.0,10.32943094,1.20911784,14986607042.3668,1149446.23548892,0
34,91.0,Amazonas,91798.0,Tarapacá,870917.2,48285.6,0.3,315.6,9.0,1.0,0.0,1.0,0.0,36.0,69.0,0.0,1.0,0.0,919518.3,0.3,5.06761676,0.72760936,9024384890.63832,564291.638301455,0
35,88.0,"Archipiélago de San Andrés, Providencia y Santa Catalina",88564.0,Providencia,762.3,1061.9,22.8,39.0,353.0,23.0,1.0,10.0,0.0,13.0,11.0,0.0,34.0,12.0,1863.3,22.8,0.29677004,0.00182172,23321848.8715617,32119.0602429326,1
36,88.0,"Archipiélago de San Andrés, Providencia y Santa Catalina",88001.0,San Andrés,601.5,446.7,92.8,78.2,227.0,31.0,2.0,13.0,5.0,0.0,9.0,1.0,23.0,5.0,1126.4,92.8,0.420747,0.00222343,28258324.2548236,42446.5015305037,1
37,86.0,Putumayo,86001.0,Mocoa,33130.1,91040.0,2705.3,607.8,3164.0,119.0,21.0,171.0,11.0,16.0,171.0,3.0,73.0,55.0,124777.9,2705.3,3.1311956,0.11057967,1353057345.21025,310126.691272731,1
38,86.0,Putumayo,86219.0,Colón,4024.3,3168.0,6.8,6.5,504.0,78.0,15.0,89.0,0.0,0.0,11.0,0.0,15.0,40.0,7198.7,6.8,0.4746391,0.00584655,92913644.3489744,60440.6666985012,1
39,86.0,Putumayo,86320.0,Orito,71889.1,84065.7,26808.1,640.4,1229.0,14.0,7.0,10.0,6.0,5.0,102.0,0.0,14.0,0.0,156595.2,26808.1,2.1208913,0.14905456,1870489230.53645,233796.717895064,1
40,86.0,Putumayo,86568.0,Puerto Asís,185320.4,89866.0,5319.6,2915.9,1397.0,92.0,8.0,18.0,10.0,15.0,683.0,5.0,150.0,0.0,278102.3,5319.6,3.66191225,0.22901318,2759264363.70154,412188.614557512,1
41,86.0,Putumayo,86569.0,Puerto Caicedo,24150.9,61645.0,1187.5,279.3,1268.0,49.0,21.0,0.0,0.0,4.0,123.0,0.0,16.0,92.0,86075.2,1187.5,1.59479038,0.06877949,739695849.557783,159586.448933445,1
42,86.0,Putumayo,86571.0,Puerto Guzmán,268893.6,60976.6,638.7,2186.0,127.0,8.0,1.0,0.0,0.0,0.0,497.0,0.0,4.0,0.0,332056.2,638.7,4.74725729,0.37107342,4622100550.61638,502295.584819278,1
43,86.0,Putumayo,86573.0,Leguízamo,1032672.0,49710.4,733.1,7342.5,581.0,16.0,2.0,7.0,2.0,30.0,718.0,102.0,3.0,0.0,1089725.0,733.1,7.60494502,0.88430728,10785270084.8442,828226.995450146,0
44,86.0,Putumayo,86749.0,Sibundoy,7498.8,1050.8,88.9,18.0,800.0,304.0,16.0,419.0,10.0,12.0,21.0,1.0,44.0,27.0,8567.5,88.9,0.5723493,0.00840563,111122899.572548,51867.6659884581,1
45,86.0,Putumayo,86755.0,San Francisco,14271.9,26240.5,209.9,132.7,1029.0,105.0,8.0,17.0,0.0,0.0,21.0,120.0,57.0,0.0,40645.1,209.9,1.42311394,0.04538705,600472942.9606,148546.866944349,1
46,86.0,Putumayo,86757.0,San Miguel,6039.9,25089.1,5814.8,98.0,1288.0,22.0,14.0,10.0,2.0,7.0,158.0,1.0,142.0,114.0,31227.0,5814.8,1.33985487,0.03133352,385571871.511321,144352.385245779,1
47,86.0,Putumayo,86760.0,Santiago,28508.6,3813.1,152.3,885.4,1097.0,139.0,3.0,196.0,48.0,1.0,80.0,0.0,169.0,58.0,33207.1,152.3,0.98268156,0.0280311,443038432.612008,137819.932304358,1
48,86.0,Putumayo,86865.0,Valle del Guamuez,18699.8,59017.4,1917.7,243.7,2701.0,84.0,22.0,119.0,1.0,17.0,54.0,1.0,31.0,112.0,77960.9,1917.7,1.72882309,0.06628938,996252894.927456,221461.186603434,1
49,86.0,Putumayo,86885.0,Villagarzón,52600.2,89188.3,757.8,545.1,1283.0,49.0,12.0,3.0,3.0,6.0,37.0,1.0,22.0,2.0,142333.6,757.8,2.03886507,0.11549222,1279931933.95267,205270.367773898,1
50,85.0,Casanare,85001.0,Yopal,32619.1,205494.1,6542.1,1299.1,2282.0,83.0,1.0,2.0,3.0,4.0,6.0,3.0,15.0,241.0,239412.2,6542.1,3.10727417,0.20253486,2520383007.91711,340391.364458202,1
51,85.0,Casanare,85010.0,Aguazul,23087.8,114546.9,6238.5,1372.1,1542.0,36.0,1.0,0.0,0.0,10.0,9.0,0.0,37.0,113.0,139006.8,6238.5,2.22818378,0.11773462,1464832917.11813,245726.615201956,1
52,85.0,Casanare,85015.0,Chameza,15826.9,12189.5,217.3,237.4,403.0,42.0,0.0,5.0,1.0,0.0,9.0,0.0,3.0,26.0,28253.9,217.3,1.06197939,0.0263693,328139657.846205,115563.757034032,1
53,85.0,Casanare,85125.0,Hato Corozal,114614.4,427933.7,964.7,3339.9,898.0,36.0,0.0,3.0,1.0,11.0,238.0,0.0,8.0,34.0,545888.0,964.7,7.52663357,0.45069702,5617008025.32588,833684.957060099,1
54,85.0,Casanare,85136.0,La Salina,6578.3,12668.3,7.1,160.3,468.0,6.0,0.0,0.0,0.0,0.0,15.0,4.0,25.0,10.0,19406.9,7.1,0.73990767,0.01593256,198583775.256203,79854.625393635,1
55,85.0,Casanare,85139.0,Maní,38647.3,308715.0,5383.7,18211.2,788.0,56.0,1.0,1.0,1.0,5.0,4.0,2.0,35.0,21.0,365573.5,5383.7,4.11885182,0.30568694,3800733507.33921,449142.968854007,1
56,85.0,Casanare,85162.0,Monterrey,27396.5,47343.3,1447.9,331.0,778.0,11.0,0.0,0.0,0.0,0.0,4.0,1.0,6.0,121.0,75070.7,1447.9,1.58153388,0.0634557,789153766.80771,171326.665787522,1
57,85.0,Casanare,85225.0,Nunchía,25921.9,87730.7,3683.5,351.3,1031.0,37.0,1.0,1.0,3.0,0.0,11.0,0.0,2.0,20.0,114003.9,3683.5,2.00800458,0.09273024,1154495885.88011,219583.43886262,1
58,85.0,Casanare,85230.0,Orocué,70406.9,331176.0,74513.2,3442.2,437.0,12.0,1.0,271.0,0.0,1.0,51.0,0.0,24.0,21.0,405025.2,74513.2,4.32860252,0.3858637,4799278709.75473,470101.631978221,1
59,85.0,Casanare,85250.0,Paz de Ariporo,193477.5,697623.2,270366.2,16392.2,1188.0,74.0,0.0,1.0,0.0,0.0,237.0,3.0,41.0,9.0,907493.0,270366.2,8.6370044,0.98538038,12273275818.8071,950366.99970727,1
60,85.0,Casanare,85263.0,Pore,9568.2,64742.0,425.9,186.3,860.0,19.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,27.0,74496.5,425.9,1.7559008,0.06369577,793193733.732292,191595.720539298,1
61,85.0,Casanare,85279.0,Recetor,10540.7,7194.9,311.2,425.5,250.0,26.0,0.0,0.0,0.0,0.0,12.0,0.0,3.0,43.0,18161.1,311.2,0.69308982,0.01479787,184146706.1585,75552.7519689519,1
62,85.0,Casanare,85300.0,Sabanalarga,12421.9,24297.3,240.8,2980.9,423.0,9.0,2.0,2.0,1.0,32.0,24.0,0.0,1.0,45.0,39700.1,240.8,1.11683001,0.03277536,407605324.296908,122489.325713436,1
63,85.0,Casanare,85315.0,Sácama,20185.7,6987.1,3115.0,156.5,179.0,19.0,1.0,0.0,1.0,0.0,35.0,0.0,0.0,9.0,27329.3,3115.0,1.0670718,0.02557455,318697489.503832,117509.792856489,1
64,85.0,Casanare,85325.0,San Luis de Palenque,28726.6,255114.4,12042.5,2088.8,1100.0,18.0,1.0,0.0,1.0,0.0,7.0,0.0,6.0,0.0,285929.8,12042.5,5.26110373,0.24342651,3029196105.3939,574532.296521982,1
65,85.0,Casanare,85400.0,Támara,37618.8,68666.6,1240.5,278.3,2585.0,68.0,1.0,2.0,0.0,1.0,68.0,25.0,27.0,63.0,106563.7,1240.5,1.63383242,0.08281335,1031637875.55315,179747.827981531,1
66,85.0,Casanare,85410.0,Tauramena,45816.5,193290.2,4524.1,1689.2,1315.0,53.0,6.0,0.0,0.0,2.0,15.0,0.0,4.0,112.0,240795.9,4524.1,4.23219119,0.19433144,2416312647.82527,463570.509560481,1
67,85.0,Casanare,85430.0,Trinidad,46316.3,189245.7,55149.6,706.1,1038.0,27.0,0.0,0.0,0.0,0.0,6.0,0.0,3.0,17.0,236268.1,55149.6,5.12826151,0.24138116,3004356781.62004,562319.182775486,1
68,85.0,Casanare,85440.0,Villanueva,14165.4,76813.6,976.9,1354.0,477.0,51.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0,32.0,92333.0,976.9,2.01274576,0.0670855,833879682.917139,222932.476210371,1
69,81.0,Arauca,81001.0,Arauca,68620.8,496032.0,5622.4,5244.3,1222.0,45.0,1.0,3.0,2.0,4.0,9.0,0.0,20.0,28.0,569897.1,5622.4,4.61190931,0.47222996,5888371145.30124,513934.225361847,1
70,81.0,Arauca,81065.0,Arauquita,105489.8,171373.1,24162.5,3216.3,2896.0,93.0,5.0,8.0,2.0,5.0,89.0,1.0,27.0,36.0,280079.1,24162.5,3.25515654,0.25021248,3229850745.70656,350700.834336769,1
71,81.0,Arauca,81220.0,Cravo Norte,34174.7,473979.2,201.3,468.2,276.0,10.0,0.0,0.0,0.0,0.0,4.0,1.0,3.0,8.0,508622.1,201.3,3.94728507,0.42111507,5250580080.60839,439092.006380734,1
72,81.0,Arauca,81300.0,Fortul,46701.0,58552.3,772.1,3044.0,1303.0,19.0,0.0,1.0,0.0,88.0,17.0,0.0,2.0,39.0,108297.4,772.1,2.03688793,0.09633798,1125747923.89541,221977.833776123,1
73,81.0,Arauca,81591.0,Puerto Rondón,32787.7,190949.5,23.4,3522.6,317.0,15.0,0.0,13.0,1.0,0.0,4.0,0.0,3.0,17.0,227259.8,23.4,2.84774168,0.18415366,2296435463.49442,314145.474770114,1
74,81.0,Arauca,81736.0,Saravena,30769.3,48794.8,912.8,6121.3,1499.0,66.0,3.0,0.0,0.0,4.0,13.0,6.0,30.0,9.0,85685.4,912.8,1.45827922,0.07846486,942516904.303666,160308.1260585,1
75,81.0,Arauca,81794.0,Tame,249733.0,269093.0,594.1,15622.7,2182.0,73.0,13.0,3.0,0.0,0.0,42.0,1.0,48.0,2.0,534448.7,594.1,3.85377205,0.4388186,5470567863.88283,424170.297598492,1
76,76.0,Valle del Cauca,76001.0,Cali,19972.4,16118.2,5053.3,2346.6,2303.0,233.0,15.0,35.0,41.0,20.0,8.0,3.0,134.0,97.0,38437.3,5053.3,1.07754091,0.04499036,558511855.739663,118578.709243109,1
77,76.0,Valle del Cauca,76020.0,Alcalá,456.1,5116.9,497.4,227.5,543.0,86.0,7.0,0.0,0.0,0.0,1.0,0.0,5.0,35.0,5800.5,497.4,0.52069869,0.00509903,63394716.2848776,55581.1227750153,1
78,76.0,Valle del Cauca,76036.0,Andalucía,424.7,9326.0,800.2,59.3,553.0,92.0,5.0,2.0,0.0,4.0,6.0,6.0,36.0,23.0,9810.0,800.2,0.68685619,0.00892803,110930269.258505,74510.7777821479,1
79,76.0,Valle del Cauca,76041.0,Ansermanuevo,3074.3,25011.8,703.3,106.5,1231.0,94.0,4.0,0.0,2.0,0.0,1.0,0.0,9.0,53.0,28192.6,703.3,0.93467084,0.02473915,307637706.646949,103073.122549091,1
80,76.0,Valle del Cauca,76054.0,Argelia,1625.0,6875.5,479.4,26.2,632.0,90.0,20.0,0.0,0.0,1.0,2.0,0.0,10.0,20.0,8526.7,479.4,0.46262206,0.0073148,90945617.3261546,49872.1739280487,1
81,76.0,Valle del Cauca,76100.0,Bolívar,47442.1,29756.0,1838.1,362.4,1761.0,218.0,21.0,6.0,1.0,14.0,87.0,1.0,33.0,133.0,77560.5,1838.1,1.49424952,0.05926645,736556683.018789,162913.513763278,1
82,76.0,Valle del Cauca,76109.0,Buenaventura,443053.4,178278.8,1668.2,21631.7,5190.0,156.0,54.0,24.0,12.0,17.0,4719.0,4.0,181.0,6.0,642963.9,1668.2,6.02855946,0.55416588,6880867704.64511,668569.201029242,1
83,76.0,Valle del Cauca,76111.0,Guadalajara de Buga,18128.3,45380.9,10560.8,418.9,948.0,134.0,7.0,2.0,1.0,83.0,2.0,0.0,39.0,58.0,63928.1,10560.8,2.08866924,0.06784373,842644359.368397,225834.097189645,1
84,76.0,Valle del Cauca,76113.0,Bugalagrande,2690.2,38522.2,311.2,209.9,1027.0,57.0,18.0,12.0,11.0,5.0,18.0,4.0,23.0,36.0,41422.4,311.2,1.06481676,0.03223634,400546993.850719,115044.271007174,1
85,76.0,Valle del Cauca,76122.0,Caicedonia,5231.7,10759.8,248.1,140.3,189.0,34.0,2.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,16131.8,248.1,0.64576288,0.01360961,169136218.774052,71146.2418863128,1
86,76.0,Valle del Cauca,76126.0,Calima,28207.8,34027.7,1054.3,324.9,424.0,82.0,10.0,2.0,0.0,2.0,3.0,2.0,30.0,22.0,62560.4,1054.3,1.47435405,0.06900653,857171228.618765,163264.929615297,1
87,76.0,Valle del Cauca,76130.0,Candelaria,377.2,26913.6,1114.2,252.5,1505.0,191.0,12.0,5.0,17.0,2.0,2.0,1.0,75.0,36.0,27543.3,1114.2,0.82976033,0.02304514,286072942.883945,90233.6483326775,1
88,76.0,Valle del Cauca,76147.0,Cartago,586.6,21785.8,925.1,101.1,415.0,46.0,0.0,0.0,1.0,9.0,7.0,0.0,17.0,32.0,22473.5,925.1,0.89429185,0.01986294,246960022.150385,99204.0291400294,1
89,76.0,Valle del Cauca,76233.0,Dagua,59359.0,21398.7,8761.6,375.5,2565.0,302.0,15.0,22.0,39.0,22.0,98.0,1.0,94.0,37.0,81133.2,8761.6,1.61142819,0.06972345,865760990.59396,178688.529001844,1
90,76.0,Valle del Cauca,76243.0,El Águila,9034.6,10604.2,463.5,42.0,1116.0,44.0,6.0,2.0,0.0,0.0,4.0,0.0,28.0,25.0,19680.7,463.5,0.73216767,0.01415026,176008134.218069,76774.655465171,1
91,76.0,Valle del Cauca,76246.0,El Cairo,6106.2,13164.8,2865.2,49.7,581.0,110.0,16.0,4.0,1.0,5.0,7.0,20.0,89.0,78.0,19320.6,2865.2,0.61806682,0.01685656,209617950.272947,67293.0528198276,1
92,76.0,Valle del Cauca,76248.0,El Cerrito,5817.4,39632.2,2961.3,542.6,888.0,160.0,15.0,3.0,4.0,5.0,6.0,1.0,39.0,8.0,45992.2,2961.3,1.532043,0.03592629,446117011.708995,166194.932508488,1
93,76.0,Valle del Cauca,76250.0,El Dovio,17535.9,6950.1,131.5,65.0,728.0,104.0,34.0,35.0,7.0,2.0,1.0,0.0,35.0,123.0,24550.9,131.5,0.93170211,0.01675643,208311379.081042,100476.524911985,1
94,76.0,Valle del Cauca,76275.0,Florida,16027.6,21152.3,1496.3,343.8,1756.0,132.0,10.0,94.0,13.0,16.0,41.0,2.0,39.0,51.0,37523.7,1496.3,1.09486852,0.03347867,415570454.767603,117189.541306087,1
95,76.0,Valle del Cauca,76306.0,Ginebra,2842.9,23194.4,676.2,305.4,1233.0,160.0,10.0,1.0,2.0,4.0,19.0,1.0,79.0,113.0,26342.7,676.2,0.75632877,0.02193135,272349385.224767,82903.812133514,1
96,76.0,Valle del Cauca,76318.0,Guacarí,569.1,14178.6,1112.7,173.3,696.0,100.0,7.0,4.0,0.0,2.0,11.0,3.0,36.0,45.0,14921.0,1112.7,0.74962729,0.01321865,164162354.484496,81113.9513603193,1
97,76.0,Valle del Cauca,76364.0,Jamundí,16401.8,32047.2,12074.0,363.6,3442.0,368.0,25.0,16.0,12.0,15.0,63.0,2.0,119.0,24.0,48812.6,12074.0,1.48615321,0.04548948,564574663.135329,162937.711159228,1
98,76.0,Valle del Cauca,76377.0,La Cumbre,2990.6,17852.2,541.4,547.8,2155.0,195.0,9.0,3.0,16.0,13.0,13.0,1.0,33.0,116.0,21390.6,541.4,0.7846552,0.01808623,224584662.705213,85842.0247962791,1
99,76.0,Valle del Cauca,76400.0,La Unión,2377.5,7944.3,840.9,167.6,1002.0,226.0,30.0,5.0,8.0,1.0,5.0,2.0,29.0,93.0,10489.4,840.9,0.54882076,0.00949813,118068391.310809,58586.6183199742,1
100,76.0,Valle del Cauca,76403.0,La Victoria,2966.9,21764.1,236.8,212.7,361.0,100.0,6.0,0.0,1.0,1.0,0.0,1.0,3.0,57.0,24943.7,236.8,0.9450421,0.02106956,261906724.385379,102202.401959194,1
101,76.0,Valle del Cauca,76497.0,Obando,460.3,21532.6,274.0,308.7,639.0,85.0,4.0,0.0,1.0,0.0,5.0,2.0,40.0,81.0,22301.6,274.0,0.71413877,0.01849688,229966635.817191,78753.1638625655,1
102,76.0,Valle del Cauca,76520.0,Palmira,21414.4,71039.1,5398.2,1162.8,1580.0,258.0,16.0,0.0,3.0,7.0,7.0,8.0,78.0,46.0,93616.4,5398.2,2.00765267,0.08198606,1017930945.79557,219104.852051595,1
103,76.0,Valle del Cauca,76563.0,Pradera,9231.3,25536.8,462.8,428.9,1108.0,177.0,12.0,12.0,2.0,2.0,10.0,49.0,79.0,45.0,35197.0,462.8,0.94603345,0.02884158,358038775.510134,103786.663805938,1
104,76.0,Valle del Cauca,76606.0,Restrepo,4053.8,15001.4,694.8,384.3,655.0,100.0,12.0,0.0,2.0,1.0,28.0,5.0,75.0,95.0,19439.4,694.8,0.71907689,0.01628579,202237096.469834,78610.1879830089,1
105,76.0,Valle del Cauca,76616.0,Riofrío,10041.4,18985.5,1409.5,158.6,1239.0,109.0,4.0,5.0,1.0,5.0,6.0,2.0,51.0,102.0,29185.5,1409.5,1.01986009,0.02273274,282426331.947175,111582.206012018,1
106,76.0,Valle del Cauca,76622.0,Roldanillo,1024.0,16357.3,3253.3,102.9,1128.0,260.0,25.0,12.0,0.0,12.0,4.0,0.0,33.0,119.0,17484.1,3253.3,0.86817844,0.01857098,230824135.498626,93815.1008058195,1
107,76.0,Valle del Cauca,76670.0,San Pedro,1460.2,15150.5,2814.4,99.5,530.0,78.0,27.0,18.0,3.0,2.0,47.0,4.0,27.0,29.0,16710.2,2814.4,0.77781563,0.01674404,207999316.508048,83612.9760291652,1
108,76.0,Valle del Cauca,76736.0,Sevilla,10881.4,39819.4,2959.2,230.1,1755.0,177.0,12.0,60.0,2.0,5.0,18.0,5.0,58.0,72.0,50931.0,2959.2,1.8308405,0.04395622,546168345.438101,199036.781890124,1
109,76.0,Valle del Cauca,76823.0,Toro,1506.3,16158.6,153.6,51.2,755.0,130.0,10.0,12.0,0.0,3.0,8.0,0.0,7.0,42.0,17716.1,153.6,0.67305526,0.01412114,175567904.503958,73704.0341864915,1
110,76.0,Valle del Cauca,76828.0,Trujillo,5987.7,20729.8,509.2,58.5,1210.0,131.0,7.0,16.0,6.0,3.0,5.0,1.0,35.0,82.0,26776.0,509.2,0.95833621,0.02739073,340357777.162435,104444.960589277,1
112,76.0,Valle del Cauca,76845.0,Ulloa,386.3,3754.1,32.3,57.6,513.0,51.0,5.0,0.0,0.0,6.0,1.0,0.0,10.0,52.0,4198.0,32.3,0.52777549,0.00345937,43009197.6570463,57278.7121375114,1
113,76.0,Valle del Cauca,76863.0,Versalles,5029.8,13210.1,768.2,72.6,575.0,107.0,17.0,20.0,10.0,3.0,10.0,1.0,25.0,70.0,18312.5,768.2,1.00088279,0.01722736,214171252.418737,108034.006667836,1
114,76.0,Valle del Cauca,76869.0,Vijes,2049.4,7800.5,885.3,303.3,465.0,113.0,9.0,41.0,6.0,3.0,3.0,1.0,3.0,37.0,10153.2,885.3,0.60618285,0.00916688,113848885.346833,65239.6058226467,1
